Facility Name,State,Measure Name,Number of Discharges,Excess Readmission Ratio,Predicted Readmission Rate,Expected Readmission Rate,Number of Readmissions,Start Date,End Date
CARLSBAD MEDICAL CENTER,NM,READM-30-COPD-HRRP,42.0,1.0621,17.4643,16.444,11,07/01/2020,06/30/2023
COVENANT HEALTH HOBBS HOSPITAL,NM,READM-30-PN-HRRP,,0.9652,13.2644,13.7425,Too Few to Report,07/01/2020,06/30/2023
COVENANT HEALTH HOBBS HOSPITAL,NM,READM-30-COPD-HRRP,,0.9482,15.9278,16.7971,Too Few to Report,07/01/2020,06/30/2023
LOVELACE WESTSIDE HOSPITAL,NM,READM-30-PN-HRRP,87.0,1.0093,14.2527,14.1219,13,07/01/2020,06/30/2023
LOVELACE WESTSIDE HOSPITAL,NM,READM-30-COPD-HRRP,,,,,,07/01/2020,06/30/2023
ROOSEVELT GENERAL HOSPITAL,NM,READM-30-PN-HRRP,,1.0102,13.3703,13.236,Too Few to Report,07/01/2020,06/30/2023
ROOSEVELT GENERAL HOSPITAL,NM,READM-30-COPD-HRRP,,,,,,07/01/2020,06/30/2023
MOUNTAIN VIEW REGIONAL MEDICAL CENTER,NM,READM-30-PN-HRRP,276.0,1.0108,16.0411,15.869,45,07/01/2020,06/30/2023
MOUNTAIN VIEW REGIONAL MEDICAL CENTER,NM,READM-30-COPD-HRRP,67.0,0.9808,18.1933,18.5499,11,07/01/2020,06/30/2023
LOVELACE REGIONAL HOSPITAL - ROSWELL,NM,READM-30-PN-HRRP,,0.9808,13.1362,13.3938,Too Few to Report,07/01/2020,06/30/2023
LOVELACE REGIONAL HOSPITAL - ROSWELL,NM,READM-30-COPD-HRRP,,,,,,07/01/2020,06/30/2023
PRESBYTERIAN SANTA FE MEDICAL CENTER,NM,READM-30-PN-HRRP,,1.0118,13.2672,13.112,Too Few to Report,07/01/2020,06/30/2023
PRESBYTERIAN SANTA FE MEDICAL CENTER,NM,READM-30-COPD-HRRP,,,,,,07/01/2020,06/30/2023
THREE CROSSES REGIONAL HOSPITAL LLC,NM,READM-30-PN-HRRP,,1.0132,14.6049,14.4148,Too Few to Report,07/01/2020,06/30/2023
THREE CROSSES REGIONAL HOSPITAL LLC,NM,READM-30-COPD-HRRP,,,,,,07/01/2020,06/30/2023
KALEIDA HEALTH,NY,READM-30-PN-HRRP,571.0,0.9871,15.7397,15.9455,89,07/01/2020,06/30/2023
KALEIDA HEALTH,NY,READM-30-COPD-HRRP,266.0,1.0181,20.2516,19.8913,55,07/01/2020,06/30/2023
ST JOSEPH'S MEDICAL CENTER,NY,READM-30-PN-HRRP,,0.9511,14.7328,15.4897,Too Few to Report,07/01/2020,06/30/2023
ST JOSEPH'S MEDICAL CENTER,NY,READM-30-COPD-HRRP,,,,,,07/01/2020,06/30/2023
WYOMING COUNTY COMMUNITY HOSPITAL,NY,READM-30-PN-HRRP,137.0,1.1335,17.2204,15.1922,32,07/01/2020,06/30/2023
WYOMING COUNTY COMMUNITY HOSPITAL,NY,READM-30-COPD-HRRP,,1.0303,16.2685,15.7902,Too Few to Report,07/01/2020,06/30/2023
BRONXCARE HOSPITAL CENTER,NY,READM-30-PN-HRRP,143.0,1.0716,19.657,18.3434,33,07/01/2020,06/30/2023
BRONXCARE HOSPITAL CENTER,NY,READM-30-COPD-HRRP,40.0,1.0863,25.8445,23.7917,16,07/01/2020,06/30/2023
"OUR LADY OF LOURDES MEMORIAL HOSPITAL, INC",NY,READM-30-PN-HRRP,374.0,1.05,15.9727,15.2123,63,07/01/2020,06/30/2023
"OUR LADY OF LOURDES MEMORIAL HOSPITAL, INC",NY,READM-30-COPD-HRRP,83.0,0.9831,16.8949,17.1855,13,07/01/2020,06/30/2023
ALBANY MEDICAL CENTER HOSPITAL,NY,READM-30-PN-HRRP,308.0,0.9853,17.2159,17.4729,52,07/01/2020,06/30/2023
ALBANY MEDICAL CENTER HOSPITAL,NY,READM-30-COPD-HRRP,139.0,0.991,19.112,19.2856,26,07/01/2020,06/30/2023
JAMAICA HOSPITAL MEDICAL CENTER,NY,READM-30-PN-HRRP,146.0,1.1181,19.3119,17.2723,36,07/01/2020,06/30/2023
JAMAICA HOSPITAL MEDICAL CENTER,NY,READM-30-COPD-HRRP,71.0,1.0347,20.8793,20.1784,17,07/01/2020,06/30/2023
"NEW YORK COMMUNITY HOSPITAL OF BROOKLYN, INC.",NY,READM-30-PN-HRRP,369.0,1.2098,21.5434,17.8077,93,07/01/2020,06/30/2023
"NEW YORK COMMUNITY HOSPITAL OF BROOKLYN, INC.",NY,READM-30-COPD-HRRP,110.0,1.1579,22.3426,19.2961,34,07/01/2020,06/30/2023
VASSAR BROTHERS MEDICAL CENTER,NY,READM-30-PN-HRRP,843.0,1.1153,19.2585,17.2671,170,07/01/2020,06/30/2023
VASSAR BROTHERS MEDICAL CENTER,NY,READM-30-COPD-HRRP,241.0,1.133,21.1952,18.7071,59,07/01/2020,06/30/2023
MOUNT SINAI HOSPITAL,NY,READM-30-PN-HRRP,537.0,0.9737,16.1659,16.602,85,07/01/2020,06/30/2023
MOUNT SINAI HOSPITAL,NY,READM-30-COPD-HRRP,161.0,1.1197,23.362,20.8647,45,07/01/2020,06/30/2023
NASSAU UNIVERSITY MEDICAL CENTER,NY,READM-30-PN-HRRP,141.0,1.1737,19.0304,16.2144,38,07/01/2020,06/30/2023
NASSAU UNIVERSITY MEDICAL CENTER,NY,READM-30-COPD-HRRP,71.0,1.0946,18.9556,17.318,19,07/01/2020,06/30/2023
RICHMOND UNIVERSITY MEDICAL CENTER,NY,READM-30-PN-HRRP,240.0,1.0943,20.6562,18.8769,56,07/01/2020,06/30/2023
RICHMOND UNIVERSITY MEDICAL CENTER,NY,READM-30-COPD-HRRP,69.0,1.0093,20.8771,20.6847,15,07/01/2020,06/30/2023
NEWARK-WAYNE COMMUNITY HOSPITAL,NY,READM-30-PN-HRRP,123.0,1.1251,17.1244,15.2203,29,07/01/2020,06/30/2023
NEWARK-WAYNE COMMUNITY HOSPITAL,NY,READM-30-COPD-HRRP,63.0,1.0555,21.5365,20.4043,17,07/01/2020,06/30/2023
CHENANGO MEMORIAL HOSPITAL,NY,READM-30-PN-HRRP,75.0,1.0669,15.6165,14.6376,16,07/01/2020,06/30/2023
CHENANGO MEMORIAL HOSPITAL,NY,READM-30-COPD-HRRP,,,,,,07/01/2020,06/30/2023
NS/LIJ HS SOUTHSIDE HOSPITAL,NY,READM-30-PN-HRRP,544.0,1.0121,17.1282,16.9232,94,07/01/2020,06/30/2023
NS/LIJ HS SOUTHSIDE HOSPITAL,NY,READM-30-COPD-HRRP,184.0,0.9821,16.8986,17.2059,30,07/01/2020,06/30/2023
WYNN HOSPITAL,NY,READM-30-PN-HRRP,371.0,1.0122,16.2213,16.0261,61,07/01/2020,06/30/2023
WYNN HOSPITAL,NY,READM-30-COPD-HRRP,106.0,1.0681,19.7151,18.4579,25,07/01/2020,06/30/2023
NS/LIJ HS HUNTINGTON HOSPITAL,NY,READM-30-PN-HRRP,1019.0,1.1182,18.9618,16.9569,201,07/01/2020,06/30/2023
NS/LIJ HS HUNTINGTON HOSPITAL,NY,READM-30-COPD-HRRP,222.0,0.9423,16.9374,17.9746,34,07/01/2020,06/30/2023
MOUNT SINAI ST LUKE'S ROOSEVELT HOSPITAL,NY,READM-30-PN-HRRP,397.0,0.9972,15.4125,15.4556,61,07/01/2020,06/30/2023
MOUNT SINAI ST LUKE'S ROOSEVELT HOSPITAL,NY,READM-30-COPD-HRRP,111.0,1.1461,23.6148,20.6038,35,07/01/2020,06/30/2023
ST MARY'S HEALTHCARE,NY,READM-30-PN-HRRP,164.0,1.0216,16.7958,16.4401,29,07/01/2020,06/30/2023
ST MARY'S HEALTHCARE,NY,READM-30-COPD-HRRP,,0.9453,19.9699,21.1247,Too Few to Report,07/01/2020,06/30/2023
NORTHERN DUTCHESS HOSPITAL,NY,READM-30-PN-HRRP,274.0,0.936,14.7487,15.7576,36,07/01/2020,06/30/2023
NORTHERN DUTCHESS HOSPITAL,NY,READM-30-COPD-HRRP,89.0,0.9972,15.9129,15.9568,14,07/01/2020,06/30/2023
NEW YORK-PRESBYTERIAN/QUEENS,NY,READM-30-PN-HRRP,530.0,0.8976,16.708,18.6136,81,07/01/2020,06/30/2023
NEW YORK-PRESBYTERIAN/QUEENS,NY,READM-30-COPD-HRRP,171.0,1.025,20.7046,20.2001,37,07/01/2020,06/30/2023
BROOKLYN HOSPITAL CENTER - DOWNTOWN CAMPUS,NY,READM-30-PN-HRRP,128.0,1.0451,18.6884,17.8827,27,07/01/2020,06/30/2023
BROOKLYN HOSPITAL CENTER - DOWNTOWN CAMPUS,NY,READM-30-COPD-HRRP,,1.0239,17.3371,16.933,Too Few to Report,07/01/2020,06/30/2023
ST PETER'S HOSPITAL,NY,READM-30-PN-HRRP,724.0,1.0679,17.748,16.6191,133,07/01/2020,06/30/2023
ST PETER'S HOSPITAL,NY,READM-30-COPD-HRRP,172.0,0.9697,19.7267,20.3435,32,07/01/2020,06/30/2023
GENEVA GENERAL HOSPITAL,NY,READM-30-PN-HRRP,145.0,1.0702,16.1973,15.1349,28,07/01/2020,06/30/2023
GENEVA GENERAL HOSPITAL,NY,READM-30-COPD-HRRP,72.0,1.0641,18.3487,17.2426,17,07/01/2020,06/30/2023
MONTEFIORE MEDICAL CENTER,NY,READM-30-PN-HRRP,777.0,1.0256,18.3051,17.8478,144,07/01/2020,06/30/2023
MONTEFIORE MEDICAL CENTER,NY,READM-30-COPD-HRRP,275.0,1.1336,24.2378,21.3815,75,07/01/2020,06/30/2023
NIAGARA FALLS MEMORIAL MEDICAL CENTER,NY,READM-30-PN-HRRP,,1.0133,13.5171,13.3397,Too Few to Report,07/01/2020,06/30/2023
NIAGARA FALLS MEMORIAL MEDICAL CENTER,NY,READM-30-COPD-HRRP,,0.9877,15.0477,15.2349,Too Few to Report,07/01/2020,06/30/2023
UNITED MEMORIAL MEDICAL CENTER,NY,READM-30-PN-HRRP,110.0,1.1073,17.3502,15.6682,26,07/01/2020,06/30/2023
UNITED MEMORIAL MEDICAL CENTER,NY,READM-30-COPD-HRRP,73.0,1.073,21.2233,19.7798,20,07/01/2020,06/30/2023
F F THOMPSON HOSPITAL,NY,READM-30-PN-HRRP,156.0,1.0053,16.4348,16.3475,26,07/01/2020,06/30/2023
F F THOMPSON HOSPITAL,NY,READM-30-COPD-HRRP,55.0,1.0515,18.0213,17.1393,13,07/01/2020,06/30/2023
SISTERS OF CHARITY HOSPITAL,NY,READM-30-PN-HRRP,97.0,1.0033,16.261,16.207,16,07/01/2020,06/30/2023
SISTERS OF CHARITY HOSPITAL,NY,READM-30-COPD-HRRP,,0.9695,17.4743,18.0234,Too Few to Report,07/01/2020,06/30/2023
ADIRONDACK MEDICAL CENTER - SARANAC LAKE,NY,READM-30-PN-HRRP,78.0,0.9758,16.2212,16.6238,11,07/01/2020,06/30/2023
ADIRONDACK MEDICAL CENTER - SARANAC LAKE,NY,READM-30-COPD-HRRP,,0.9323,14.4973,15.55,Too Few to Report,07/01/2020,06/30/2023
LINCOLN MEDICAL & MENTAL HEALTH CENTER,NY,READM-30-PN-HRRP,,0.9603,15.27,15.9014,Too Few to Report,07/01/2020,06/30/2023
LINCOLN MEDICAL & MENTAL HEALTH CENTER,NY,READM-30-COPD-HRRP,,1.045,22.6101,21.637,Too Few to Report,07/01/2020,06/30/2023
AURELIA OSBORN FOX MEMORIAL HOSPITAL,NY,READM-30-PN-HRRP,118.0,0.9936,14.7654,14.8602,17,07/01/2020,06/30/2023
AURELIA OSBORN FOX MEMORIAL HOSPITAL,NY,READM-30-COPD-HRRP,,1.0177,16.5981,16.3097,Too Few to Report,07/01/2020,06/30/2023
MONTEFIORE MOUNT VERNON HOSPITAL,NY,READM-30-PN-HRRP,,,,,,07/01/2020,06/30/2023
MONTEFIORE MOUNT VERNON HOSPITAL,NY,READM-30-COPD-HRRP,,,,,,07/01/2020,06/30/2023
ARNOT OGDEN MEDICAL CENTER,NY,READM-30-PN-HRRP,229.0,0.934,15.565,16.6653,31,07/01/2020,06/30/2023
ARNOT OGDEN MEDICAL CENTER,NY,READM-30-COPD-HRRP,150.0,0.9982,18.0736,18.106,27,07/01/2020,06/30/2023
COLUMBIA MEMORIAL HOSPITAL,NY,READM-30-PN-HRRP,121.0,1.0183,16.3425,16.0481,21,07/01/2020,06/30/2023
COLUMBIA MEMORIAL HOSPITAL,NY,READM-30-COPD-HRRP,98.0,1.0178,19.2912,18.9536,20,07/01/2020,06/30/2023
JONES MEMORIAL HOSPITAL,NY,READM-30-PN-HRRP,115.0,0.9679,14.9357,15.4317,15,07/01/2020,06/30/2023
JONES MEMORIAL HOSPITAL,NY,READM-30-COPD-HRRP,,1.0384,16.3555,15.7514,Too Few to Report,07/01/2020,06/30/2023
NY EYE AND EAR INFIRMARY OF MOUNT SINAI,NY,READM-30-PN-HRRP,,,,,,07/01/2020,06/30/2023
NY EYE AND EAR INFIRMARY OF MOUNT SINAI,NY,READM-30-COPD-HRRP,,,,,,07/01/2020,06/30/2023
NEW YORK-PRESBYTERIAN HOSPITAL,NY,READM-30-PN-HRRP,2055.0,0.9708,16.4492,16.9447,336,07/01/2020,06/30/2023
NEW YORK-PRESBYTERIAN HOSPITAL,NY,READM-30-COPD-HRRP,572.0,0.9833,19.4169,19.7474,110,07/01/2020,06/30/2023
KENMORE MERCY HOSPITAL,NY,READM-30-PN-HRRP,117.0,1.0968,16.0587,14.6407,25,07/01/2020,06/30/2023
KENMORE MERCY HOSPITAL,NY,READM-30-COPD-HRRP,57.0,1.0876,20.4017,18.7584,17,07/01/2020,06/30/2023
OLEAN GENERAL HOSPITAL,NY,READM-30-PN-HRRP,369.0,0.9999,15.4486,15.4499,57,07/01/2020,06/30/2023
OLEAN GENERAL HOSPITAL,NY,READM-30-COPD-HRRP,141.0,1.0801,16.6348,15.4009,28,07/01/2020,06/30/2023
NYACK HOSPITAL,NY,READM-30-PN-HRRP,700.0,1.1387,19.2808,16.9318,144,07/01/2020,06/30/2023
NYACK HOSPITAL,NY,READM-30-COPD-HRRP,113.0,0.981,16.054,16.3654,17,07/01/2020,06/30/2023
NORTH SHORE UNIVERSITY HOSPITAL,NY,READM-30-PN-HRRP,1218.0,1.0687,17.1958,16.0905,214,07/01/2020,06/30/2023
NORTH SHORE UNIVERSITY HOSPITAL,NY,READM-30-COPD-HRRP,246.0,1.0937,19.6521,17.9689,54,07/01/2020,06/30/2023
PECONIC BAY MEDICAL CENTER,NY,READM-30-PN-HRRP,484.0,0.9956,16.385,16.4582,79,07/01/2020,06/30/2023
PECONIC BAY MEDICAL CENTER,NY,READM-30-COPD-HRRP,158.0,1.0381,20.0099,19.276,34,07/01/2020,06/30/2023
BERTRAND CHAFFEE HOSPITAL,NY,READM-30-PN-HRRP,65.0,1.031,15.334,14.8726,12,07/01/2020,06/30/2023
BERTRAND CHAFFEE HOSPITAL,NY,READM-30-COPD-HRRP,,,,,,07/01/2020,06/30/2023
ONEIDA HEALTH HOSPITAL,NY,READM-30-PN-HRRP,110.0,1.0278,14.7253,14.3276,18,07/01/2020,06/30/2023
ONEIDA HEALTH HOSPITAL,NY,READM-30-COPD-HRRP,,0.9788,15.2487,15.5784,Too Few to Report,07/01/2020,06/30/2023
LENOX HILL HOSPITAL,NY,READM-30-PN-HRRP,408.0,0.9269,14.9837,16.1649,56,07/01/2020,06/30/2023
LENOX HILL HOSPITAL,NY,READM-30-COPD-HRRP,103.0,1.0366,19.1971,18.5188,22,07/01/2020,06/30/2023
ROCHESTER GENERAL HOSPITAL,NY,READM-30-PN-HRRP,175.0,1.1295,19.1696,16.9723,42,07/01/2020,06/30/2023
ROCHESTER GENERAL HOSPITAL,NY,READM-30-COPD-HRRP,96.0,1.1365,22.7179,19.9901,30,07/01/2020,06/30/2023
GARNET HEALTH MEDICAL CENTER,NY,READM-30-PN-HRRP,797.0,1.0857,19.1033,17.5955,158,07/01/2020,06/30/2023
GARNET HEALTH MEDICAL CENTER,NY,READM-30-COPD-HRRP,467.0,0.9876,19.6554,19.9026,91,07/01/2020,06/30/2023
JACOBI MEDICAL CENTER,NY,READM-30-PN-HRRP,150.0,1.0606,18.5933,17.5311,32,07/01/2020,06/30/2023
JACOBI MEDICAL CENTER,NY,READM-30-COPD-HRRP,,0.9743,22.9603,23.5672,Too Few to Report,07/01/2020,06/30/2023
ELMHURST HOSPITAL CENTER,NY,READM-30-PN-HRRP,99.0,0.9484,14.7147,15.5153,11,07/01/2020,06/30/2023
ELMHURST HOSPITAL CENTER,NY,READM-30-COPD-HRRP,,0.9629,16.2417,16.8681,Too Few to Report,07/01/2020,06/30/2023
BON SECOURS COMMUNITY HOSPITAL,NY,READM-30-PN-HRRP,108.0,1.0281,15.8628,15.4294,19,07/01/2020,06/30/2023
BON SECOURS COMMUNITY HOSPITAL,NY,READM-30-COPD-HRRP,88.0,1.0319,17.1791,16.6487,17,07/01/2020,06/30/2023
BASSETT HEALTHCARE,NY,READM-30-PN-HRRP,235.0,0.9681,15.8239,16.3451,35,07/01/2020,06/30/2023
BASSETT HEALTHCARE,NY,READM-30-COPD-HRRP,78.0,0.9397,19.0747,20.2998,11,07/01/2020,06/30/2023
ST JOSEPH'S HOSPITAL HEALTH CENTER,NY,READM-30-PN-HRRP,574.0,1.1692,18.5082,15.8298,117,07/01/2020,06/30/2023
ST JOSEPH'S HOSPITAL HEALTH CENTER,NY,READM-30-COPD-HRRP,255.0,1.0525,20.3119,19.2995,55,07/01/2020,06/30/2023
LONG ISLAND COMMUNITY HOSPITAL,NY,READM-30-PN-HRRP,770.0,1.0056,19.0399,18.9343,147,07/01/2020,06/30/2023
LONG ISLAND COMMUNITY HOSPITAL,NY,READM-30-COPD-HRRP,228.0,0.9876,18.761,18.9969,42,07/01/2020,06/30/2023
IRA DAVENPORT MEMORIAL HOSPITAL,NY,READM-30-PN-HRRP,,,,,,07/01/2020,06/30/2023
IRA DAVENPORT MEMORIAL HOSPITAL,NY,READM-30-COPD-HRRP,,,,,,07/01/2020,06/30/2023
ST JAMES HOSPITAL,NY,READM-30-PN-HRRP,106.0,1.0166,15.0073,14.7616,17,07/01/2020,06/30/2023
ST JAMES HOSPITAL,NY,READM-30-COPD-HRRP,,1.0417,15.1959,14.587,Too Few to Report,07/01/2020,06/30/2023
ELLIS HOSPITAL,NY,READM-30-PN-HRRP,345.0,0.9421,15.0732,15.9989,48,07/01/2020,06/30/2023
ELLIS HOSPITAL,NY,READM-30-COPD-HRRP,138.0,1.0464,20.3546,19.452,31,07/01/2020,06/30/2023
SAMARITAN MEDICAL CENTER,NY,READM-30-PN-HRRP,204.0,1.068,18.3706,17.2006,42,07/01/2020,06/30/2023
SAMARITAN MEDICAL CENTER,NY,READM-30-COPD-HRRP,89.0,0.9795,18.2776,18.6606,15,07/01/2020,06/30/2023
GOOD SAMARITAN HOSPITAL OF SUFFERN,NY,READM-30-PN-HRRP,648.0,1.1984,20.2651,16.9103,144,07/01/2020,06/30/2023
GOOD SAMARITAN HOSPITAL OF SUFFERN,NY,READM-30-COPD-HRRP,188.0,1.0929,18.9313,17.3223,41,07/01/2020,06/30/2023
STATEN ISLAND UNIVERSITY HOSPITAL,NY,READM-30-PN-HRRP,704.0,1.0652,17.7064,16.6226,129,07/01/2020,06/30/2023
STATEN ISLAND UNIVERSITY HOSPITAL,NY,READM-30-COPD-HRRP,300.0,1.0549,20.8526,19.7671,66,07/01/2020,06/30/2023
NORTHERN WESTCHESTER HOSPITAL,NY,READM-30-PN-HRRP,253.0,1.0254,15.1476,14.7723,40,07/01/2020,06/30/2023
NORTHERN WESTCHESTER HOSPITAL,NY,READM-30-COPD-HRRP,67.0,1.0458,18.3258,17.5229,15,07/01/2020,06/30/2023
HIGHLAND HOSPITAL,NY,READM-30-PN-HRRP,227.0,1.0269,15.9556,15.5373,38,07/01/2020,06/30/2023
HIGHLAND HOSPITAL,NY,READM-30-COPD-HRRP,82.0,0.9786,17.465,17.8473,13,07/01/2020,06/30/2023
"WESTFIELD MEMORIAL HOSPITAL, INC",NY,READM-30-PN-HRRP,,,,,,07/01/2020,06/30/2023
"WESTFIELD MEMORIAL HOSPITAL, INC",NY,READM-30-COPD-HRRP,,,,,,07/01/2020,06/30/2023
MOUNT SINAI BETH ISRAEL,NY,READM-30-PN-HRRP,475.0,1.156,19.5531,16.9149,103,07/01/2020,06/30/2023
MOUNT SINAI BETH ISRAEL,NY,READM-30-COPD-HRRP,138.0,1.0716,20.0509,18.7113,32,07/01/2020,06/30/2023
GUTHRIE CORTLAND REGIONAL MEDICAL CENTER,NY,READM-30-PN-HRRP,193.0,0.9731,14.402,14.7999,26,07/01/2020,06/30/2023
GUTHRIE CORTLAND REGIONAL MEDICAL CENTER,NY,READM-30-COPD-HRRP,,0.9704,15.3741,15.8423,Too Few to Report,07/01/2020,06/30/2023
"SAMARITAN HOSPITAL OF TROY, NEW YORK",NY,READM-30-PN-HRRP,338.0,0.8951,15.8335,17.6892,46,07/01/2020,06/30/2023
"SAMARITAN HOSPITAL OF TROY, NEW YORK",NY,READM-30-COPD-HRRP,106.0,0.9246,17.7704,19.2199,14,07/01/2020,06/30/2023
NORTHWELL HOSPITAL GLEN COVE,NY,READM-30-PN-HRRP,180.0,0.8675,14.788,17.0459,17,07/01/2020,06/30/2023
NORTHWELL HOSPITAL GLEN COVE,NY,READM-30-COPD-HRRP,,1.0037,16.5517,16.4908,Too Few to Report,07/01/2020,06/30/2023
ST FRANCIS HOSPITAL - THE HEART CENTER,NY,READM-30-PN-HRRP,987.0,1.0431,16.9312,16.2313,170,07/01/2020,06/30/2023
ST FRANCIS HOSPITAL - THE HEART CENTER,NY,READM-30-COPD-HRRP,253.0,0.9683,18.18,18.7754,44,07/01/2020,06/30/2023
MONTEFIORE NEW ROCHELLE HOSPITAL,NY,READM-30-PN-HRRP,199.0,1.0506,16.4151,15.6248,36,07/01/2020,06/30/2023
MONTEFIORE NEW ROCHELLE HOSPITAL,NY,READM-30-COPD-HRRP,70.0,1.0356,19.7328,19.0545,16,07/01/2020,06/30/2023
JOHN T MATHER MEMORIAL HOSPITAL  OF PORT JEFFERSON,NY,READM-30-PN-HRRP,705.0,1.0126,18.4566,18.2265,131,07/01/2020,06/30/2023
JOHN T MATHER MEMORIAL HOSPITAL  OF PORT JEFFERSON,NY,READM-30-COPD-HRRP,189.0,0.9524,19.63,20.6109,34,07/01/2020,06/30/2023
MOUNT ST. MARY'S HOSPITAL & HEALTH CENTER,NY,READM-30-PN-HRRP,98.0,1.111,17.1704,15.4546,24,07/01/2020,06/30/2023
MOUNT ST. MARY'S HOSPITAL & HEALTH CENTER,NY,READM-30-COPD-HRRP,,1.0274,16.7544,16.3079,Too Few to Report,07/01/2020,06/30/2023
GLENS FALLS HOSPITAL,NY,READM-30-PN-HRRP,368.0,1.0704,16.9538,15.8393,67,07/01/2020,06/30/2023
GLENS FALLS HOSPITAL,NY,READM-30-COPD-HRRP,170.0,1.0202,18.6836,18.3145,33,07/01/2020,06/30/2023
FLUSHING HOSPITAL MEDICAL CENTER,NY,READM-30-PN-HRRP,267.0,1.0078,21.8847,21.7163,59,07/01/2020,06/30/2023
FLUSHING HOSPITAL MEDICAL CENTER,NY,READM-30-COPD-HRRP,44.0,1.0738,23.4657,21.852,15,07/01/2020,06/30/2023
MAIMONIDES MEDICAL CENTER,NY,READM-30-PN-HRRP,817.0,1.269,22.9845,18.1118,205,07/01/2020,06/30/2023
MAIMONIDES MEDICAL CENTER,NY,READM-30-COPD-HRRP,187.0,1.1659,24.5684,21.0716,56,07/01/2020,06/30/2023
LONG ISLAND JEWISH MEDICAL CENTER,NY,READM-30-PN-HRRP,1068.0,1.0847,17.9209,16.5216,197,07/01/2020,06/30/2023
LONG ISLAND JEWISH MEDICAL CENTER,NY,READM-30-COPD-HRRP,351.0,1.0451,20.0018,19.1389,73,07/01/2020,06/30/2023
SOUTH BROOKLYN HEALTH,NY,READM-30-PN-HRRP,454.0,1.122,21.0915,18.7987,104,07/01/2020,06/30/2023
SOUTH BROOKLYN HEALTH,NY,READM-30-COPD-HRRP,134.0,1.0699,22.8613,21.3681,35,07/01/2020,06/30/2023
CANTON-POTSDAM HOSPITAL,NY,READM-30-PN-HRRP,183.0,0.9426,14.1456,15.0067,22,07/01/2020,06/30/2023
CANTON-POTSDAM HOSPITAL,NY,READM-30-COPD-HRRP,120.0,0.98,19.3795,19.7748,22,07/01/2020,06/30/2023
MOUNT SINAI SOUTH NASSAU,NY,READM-30-PN-HRRP,1103.0,1.2071,20.3765,16.8799,238,07/01/2020,06/30/2023
MOUNT SINAI SOUTH NASSAU,NY,READM-30-COPD-HRRP,254.0,0.9715,17.6277,18.1447,43,07/01/2020,06/30/2023
METROPOLITAN HOSPITAL CENTER,NY,READM-30-PN-HRRP,,,,,,07/01/2020,06/30/2023
METROPOLITAN HOSPITAL CENTER,NY,READM-30-COPD-HRRP,,,,,,07/01/2020,06/30/2023
KINGS COUNTY HOSPITAL CENTER,NY,READM-30-PN-HRRP,74.0,1.051,17.0527,16.225,16,07/01/2020,06/30/2023
KINGS COUNTY HOSPITAL CENTER,NY,READM-30-COPD-HRRP,,0.9869,20.7383,21.0128,Too Few to Report,07/01/2020,06/30/2023
CROUSE HOSPITAL,NY,READM-30-PN-HRRP,501.0,1.1872,17.8289,15.0177,101,07/01/2020,06/30/2023
CROUSE HOSPITAL,NY,READM-30-COPD-HRRP,139.0,1.0398,17.7159,17.0373,27,07/01/2020,06/30/2023
BELLEVUE HOSPITAL CENTER,NY,READM-30-PN-HRRP,,0.9474,14.6727,15.4871,Too Few to Report,07/01/2020,06/30/2023
BELLEVUE HOSPITAL CENTER,NY,READM-30-COPD-HRRP,,,,,,07/01/2020,06/30/2023
ST ANTHONY COMMUNITY HOSPITAL,NY,READM-30-PN-HRRP,144.0,0.9108,13.2766,14.577,13,07/01/2020,06/30/2023
ST ANTHONY COMMUNITY HOSPITAL,NY,READM-30-COPD-HRRP,,0.9936,14.9271,15.0236,Too Few to Report,07/01/2020,06/30/2023
ST JOHN'S RIVERSIDE HOSPITAL,NY,READM-30-PN-HRRP,242.0,0.9912,17.6101,17.7665,42,07/01/2020,06/30/2023
ST JOHN'S RIVERSIDE HOSPITAL,NY,READM-30-COPD-HRRP,133.0,0.9609,16.8566,17.5428,20,07/01/2020,06/30/2023
CLAXTON-HEPBURN MEDICAL CENTER,NY,READM-30-PN-HRRP,125.0,1.0388,16.3295,15.7201,23,07/01/2020,06/30/2023
CLAXTON-HEPBURN MEDICAL CENTER,NY,READM-30-COPD-HRRP,,0.9503,17.4155,18.3264,Too Few to Report,07/01/2020,06/30/2023
NYU LANGONE HOSPITALS,NY,READM-30-PN-HRRP,2923.0,0.9368,16.9516,18.0945,491,07/01/2020,06/30/2023
NYU LANGONE HOSPITALS,NY,READM-30-COPD-HRRP,532.0,1.0066,21.3493,21.2094,114,07/01/2020,06/30/2023
"ROME MEMORIAL HOSPITAL, INC",NY,READM-30-PN-HRRP,107.0,1.0548,15.3655,14.5667,20,07/01/2020,06/30/2023
"ROME MEMORIAL HOSPITAL, INC",NY,READM-30-COPD-HRRP,76.0,1.0027,18.2063,18.158,14,07/01/2020,06/30/2023
OSWEGO HOSPITAL,NY,READM-30-PN-HRRP,207.0,1.0033,16.7991,16.7432,35,07/01/2020,06/30/2023
OSWEGO HOSPITAL,NY,READM-30-COPD-HRRP,56.0,1.0559,17.2847,16.3692,13,07/01/2020,06/30/2023
ERIE COUNTY MEDICAL CENTER,NY,READM-30-PN-HRRP,107.0,0.9274,16.9923,18.3223,13,07/01/2020,06/30/2023
